StudentID,CGPA,Internships,Projects,Certifications,Aptitude_Score,Soft_Skills_Rating,Extracurricular_Activities,Placement_Training,Secondary_School_Marks,Higher_Secondary_Marks,Placement_Status,Total_Academic_Score
1893,8.1,0,1,0,83,4.2,Yes,Yes,71,83,NotPlaced,164
1894,8.2,1,1,1,71,3.5,No,No,56,65,NotPlaced,153
1895,7.5,0,1,0,66,4.3,No,No,60,68,NotPlaced,141
1896,8.6,2,1,0,87,4.4,Yes,Yes,55,83,Placed,173
1897,7.5,1,3,2,75,4.5,Yes,Yes,80,63,Placed,150
1898,8.2,1,1,0,71,3.8,No,No,67,62,NotPlaced,153
1899,6.9,1,3,1,84,4.4,Yes,Yes,73,88,Placed,153
1900,6.5,0,1,0,76,4.3,No,No,59,66,NotPlaced,141
1901,8.4,1,1,0,87,4.8,Yes,Yes,71,82,NotPlaced,171
1902,8.2,1,3,1,72,3.9,No,Yes,61,73,NotPlaced,154
1903,7.7,0,1,1,78,4.1,No,No,58,75,NotPlaced,155
1904,8.4,2,3,2,90,4.8,Yes,Yes,79,86,Placed,174
1905,8.4,1,3,2,90,4.6,Yes,Yes,73,84,Placed,174
1906,7.7,2,3,2,89,4.8,Yes,Yes,82,87,Placed,166
1907,7.7,1,3,1,84,4.7,Yes,No,59,65,NotPlaced,161
1908,7.6,1,1,1,72,3.3,No,Yes,58,61,NotPlaced,148
1909,6.7,1,2,0,75,4.8,Yes,Yes,55,67,Placed,142
1910,6.5,1,2,1,76,4.4,Yes,Yes,71,73,Placed,141
1911,7.5,1,1,0,64,3.4,No,No,56,66,NotPlaced,139
1912,7.1,1,3,0,81,4.2,Yes,Yes,62,88,Placed,152
1913,7.8,0,3,0,84,3.8,Yes,Yes,59,71,NotPlaced,162
1914,6.5,1,1,3,87,4.2,Yes,Yes,80,82,Placed,152
1915,7.5,0,3,1,76,4.4,Yes,Yes,81,83,Placed,151
1916,8.3,2,3,2,87,4.6,Yes,Yes,78,82,Placed,170
1917,8.1,1,1,2,90,4.8,Yes,Yes,83,72,Placed,171
1918,7.5,2,3,2,79,4.4,Yes,Yes,70,80,Placed,154
1919,7.4,2,1,3,66,3.9,No,No,61,57,NotPlaced,140
1920,8.2,0,3,2,90,4.8,Yes,Yes,70,84,Placed,172
1921,8.1,0,3,0,69,4.1,Yes,No,67,59,NotPlaced,150
1922,8.6,1,3,0,82,4.8,Yes,Yes,87,68,NotPlaced,168
1923,6.5,1,2,1,78,4.4,Yes,Yes,77,73,NotPlaced,143
1924,6.5,1,2,0,70,3.7,Yes,Yes,61,69,NotPlaced,135
1925,7.4,1,1,1,78,4.3,No,Yes,55,66,NotPlaced,152
1926,6.9,1,2,1,78,4.5,No,Yes,68,64,Placed,147
1927,7.7,2,2,2,84,3.9,No,Yes,86,87,Placed,161
1928,8.1,2,3,2,90,4.8,Yes,Yes,81,85,Placed,171
1929,7.9,2,1,2,88,3.6,No,No,73,66,NotPlaced,167
1930,8.3,2,3,2,90,4.8,Yes,Yes,83,87,Placed,173
1931,8.4,2,3,2,90,4.8,Yes,Yes,72,82,Placed,174
1932,6.9,1,3,2,90,4.8,Yes,Yes,76,85,Placed,159
1933,8.2,0,1,0,76,4.4,Yes,Yes,56,81,NotPlaced,158
1934,8.5,1,3,0,84,4.7,Yes,Yes,58,85,Placed,169
1935,8.4,2,3,2,90,4.8,Yes,Yes,80,84,Placed,174
1936,7.2,2,2,2,79,4.4,Yes,Yes,83,82,Placed,151
1937,8.6,2,3,2,89,4.8,Yes,No,79,78,Placed,175
1938,7.6,2,2,1,90,4.7,Yes,Yes,70,70,NotPlaced,166
1939,7.6,0,1,0,67,4.3,Yes,Yes,59,69,NotPlaced,143
1940,7.5,0,2,0,69,3.7,No,No,58,65,NotPlaced,144
1941,7.6,1,1,0,66,4.1,No,Yes,58,69,NotPlaced,142
1942,6.6,1,3,2,90,4.8,Yes,Yes,67,83,NotPlaced,156
1943,7.6,0,1,0,81,3.9,Yes,Yes,61,83,Placed,157
1944,8.3,1,3,2,85,4.1,Yes,Yes,76,86,Placed,168
1945,6.5,0,1,1,81,4.0,No,Yes,55,67,NotPlaced,146
1946,8.4,2,3,2,89,4.8,Yes,Yes,73,81,NotPlaced,173
1947,6.5,1,1,1,60,4.0,No,No,55,74,NotPlaced,125
1948,8.1,2,3,0,90,4.8,Yes,Yes,83,88,Placed,171
1949,7.3,0,1,0,85,4.4,No,No,57,68,NotPlaced,158
1950,7.7,1,1,1,79,4.3,No,No,56,65,NotPlaced,156
1951,7.5,1,1,0,77,4.2,Yes,Yes,82,74,NotPlaced,152
1952,8.0,1,1,2,80,4.7,Yes,Yes,80,79,NotPlaced,160
1953,7.8,0,2,0,86,4.1,Yes,Yes,85,84,NotPlaced,164
1954,8.5,2,3,2,90,4.8,Yes,Yes,81,85,Placed,175
1955,6.5,0,2,1,77,4.1,Yes,No,55,68,NotPlaced,142
1956,7.8,1,1,1,87,4.2,Yes,Yes,59,86,Placed,165
1957,7.7,1,1,0,79,4.3,No,Yes,71,85,Placed,156
1958,7.7,0,1,0,73,3.6,No,No,55,65,NotPlaced,150
1959,7.5,1,1,0,78,3.3,No,No,64,61,NotPlaced,153
1960,6.5,2,1,2,86,4.7,Yes,No,65,82,Placed,151
1961,8.3,2,3,0,77,4.1,Yes,Yes,84,64,NotPlaced,160
1962,7.8,1,2,0,90,4.0,Yes,Yes,81,79,NotPlaced,168
1963,8.4,2,3,2,90,4.8,Yes,Yes,79,84,Placed,174
1964,7.6,1,2,0,70,3.9,No,Yes,55,60,NotPlaced,146
1965,6.8,0,2,0,73,4.3,Yes,Yes,64,63,Placed,141
1966,6.8,0,1,0,70,3.3,No,No,55,70,NotPlaced,138
1967,6.6,1,1,1,72,4.0,No,No,58,63,NotPlaced,138
1968,6.5,0,1,0,86,3.9,No,No,72,70,NotPlaced,151
1969,6.5,0,1,0,79,4.2,Yes,Yes,83,74,Placed,144
1970,7.8,1,1,0,66,4.6,No,No,57,67,NotPlaced,144
1971,7.6,0,1,2,83,4.8,Yes,Yes,78,81,Placed,159
1972,7.7,1,2,2,75,4.6,Yes,No,68,73,Placed,152
1973,8.2,1,1,0,75,4.1,Yes,No,65,70,NotPlaced,157
1974,6.5,1,1,0,85,3.7,No,No,60,74,NotPlaced,150
1975,6.5,1,1,1,64,4.0,No,No,55,71,NotPlaced,129
1976,8.2,2,3,2,90,4.8,Yes,Yes,84,85,Placed,172
1977,8.1,0,3,2,83,4.6,Yes,No,68,83,Placed,164
1978,7.9,1,2,0,90,4.8,Yes,Yes,76,80,Placed,169
1979,7.3,1,1,1,70,3.8,No,No,56,71,NotPlaced,143
1980,8.3,2,3,0,88,4.8,Yes,Yes,82,72,NotPlaced,171
1981,8.4,1,3,2,88,4.5,Yes,Yes,73,82,Placed,172
1982,7.3,1,3,0,89,3.8,No,No,79,71,NotPlaced,162
1983,7.7,1,2,1,69,4.1,Yes,No,57,63,NotPlaced,146
1984,8.3,1,1,0,81,4.7,No,No,75,69,NotPlaced,164
1985,7.6,2,1,1,76,3.5,No,Yes,58,81,NotPlaced,152
1986,8.0,1,1,2,75,3.6,Yes,Yes,55,64,NotPlaced,155
1987,7.7,2,2,1,71,4.4,No,Yes,55,66,NotPlaced,148
1988,7.5,0,2,1,67,4.4,No,Yes,55,68,NotPlaced,142
1989,8.4,2,3,1,85,4.4,Yes,Yes,78,83,Placed,169
1990,6.6,0,2,1,78,4.5,No,No,69,68,NotPlaced,144
1991,6.6,1,1,1,85,4.0,No,Yes,57,62,Placed,151
1992,6.5,1,1,1,66,3.7,No,Yes,55,61,NotPlaced,131
1993,7.0,0,2,0,66,4.3,No,Yes,79,63,Placed,136
1994,7.6,2,1,0,77,4.2,No,Yes,72,68,Placed,153
1995,7.7,0,1,0,65,4.3,No,Yes,55,64,NotPlaced,142
1996,6.5,0,3,0,73,4.6,Yes,Yes,75,74,Placed,138
1997,7.7,1,2,0,79,4.1,Yes,Yes,66,72,NotPlaced,156
1998,8.1,2,3,0,87,4.4,Yes,Yes,86,88,Placed,168
1999,7.5,1,1,1,73,4.7,Yes,No,61,67,NotPlaced,148
2000,8.0,2,3,2,90,4.7,Yes,Yes,82,86,Placed,170
2001,7.7,2,1,0,65,3.8,Yes,No,88,79,NotPlaced,142
2002,8.1,1,2,0,83,4.6,Yes,Yes,75,75,NotPlaced,164
2003,8.2,1,2,2,74,4.4,Yes,Yes,72,81,Placed,156
2004,7.3,1,2,2,75,4.6,Yes,Yes,77,74,Placed,148
2005,6.7,1,2,0,76,4.8,Yes,Yes,59,66,Placed,143
2006,8.0,1,3,3,90,4.6,Yes,Yes,72,88,Placed,170
2007,7.3,1,1,0,69,3.9,Yes,Yes,58,60,NotPlaced,142
2008,8.2,1,3,2,79,4.0,Yes,Yes,73,67,NotPlaced,161
2009,8.5,2,3,0,76,4.8,Yes,Yes,85,88,Placed,161
2010,8.1,2,3,2,90,3.7,Yes,Yes,78,77,Placed,171
2011,7.2,0,1,1,73,3.4,No,Yes,73,70,NotPlaced,145
2012,8.1,1,3,2,90,4.8,Yes,Yes,78,88,Placed,171
2013,6.9,0,2,1,82,4.2,Yes,Yes,73,86,Placed,151
2014,7.9,1,2,0,75,3.8,Yes,No,57,66,NotPlaced,154
2015,6.5,1,2,1,62,4.4,No,Yes,60,66,NotPlaced,127
2016,7.7,0,3,2,84,4.8,Yes,Yes,75,86,Placed,161
2017,7.6,1,2,0,68,4.3,Yes,Yes,84,63,NotPlaced,144
2018,8.9,2,3,2,90,4.8,Yes,Yes,82,88,Placed,179
2019,8.0,0,3,2,90,4.7,Yes,Yes,71,88,Placed,170
2020,7.4,1,3,2,90,4.8,Yes,Yes,79,83,Placed,164
2021,7.4,1,1,1,70,3.2,No,Yes,58,67,NotPlaced,144
2022,6.9,1,1,2,78,4.6,Yes,Yes,65,82,NotPlaced,147
2023,8.1,2,1,0,82,4.4,No,No,55,73,NotPlaced,163
2024,8.3,2,3,0,90,4.8,Yes,Yes,68,83,Placed,173
2025,6.5,1,2,0,85,3.4,No,Yes,57,71,NotPlaced,150
2026,7.7,2,3,1,88,4.3,No,Yes,56,83,NotPlaced,165
2027,7.3,1,1,0,70,3.7,Yes,Yes,61,67,NotPlaced,143
2028,7.4,0,3,2,75,4.3,Yes,Yes,88,84,Placed,149
2029,8.2,2,3,2,89,4.8,Yes,Yes,74,87,Placed,171
2030,7.6,1,1,0,74,4.1,No,Yes,55,64,NotPlaced,150
2031,6.8,1,1,0,64,4.2,No,Yes,63,67,NotPlaced,132
2032,8.4,1,3,0,87,4.1,Yes,No,55,84,NotPlaced,171
2033,8.3,2,3,2,89,4.6,Yes,Yes,77,88,Placed,172
2034,6.9,1,1,1,67,4.5,No,Yes,55,71,NotPlaced,136
2035,8.2,1,2,2,86,4.2,Yes,Yes,73,73,NotPlaced,168
2036,6.5,0,1,1,73,3.5,No,No,85,64,NotPlaced,138
2037,7.7,1,1,1,82,4.6,Yes,Yes,66,82,NotPlaced,159
2038,7.8,0,3,1,76,3.8,No,Yes,55,69,NotPlaced,154
2039,8.3,1,3,1,90,4.8,Yes,Yes,83,87,Placed,173
2040,7.5,1,3,1,79,3.8,Yes,Yes,62,63,Placed,154
2041,7.9,1,2,0,68,3.7,No,No,55,59,NotPlaced,147
2042,7.8,1,1,1,69,4.1,No,No,55,64,NotPlaced,147
2043,7.6,0,1,0,63,4.4,No,Yes,61,71,Placed,139
2044,7.4,1,3,1,61,4.8,No,No,58,73,NotPlaced,135
2045,7.8,0,2,0,89,3.9,Yes,Yes,70,74,NotPlaced,167
2046,7.5,0,1,1,70,4.3,No,No,64,66,NotPlaced,145
2047,6.6,1,1,0,70,4.1,No,No,55,67,NotPlaced,136
2048,7.6,0,1,0,61,3.8,No,Yes,55,61,NotPlaced,137
2049,8.6,2,3,1,90,4.8,Yes,Yes,75,88,Placed,176
2050,7.5,0,2,1,78,3.8,No,Yes,82,68,NotPlaced,153
2051,8.1,0,3,0,84,3.3,No,No,86,65,NotPlaced,165
2052,7.6,0,1,1,75,4.2,No,Yes,55,63,NotPlaced,151
2053,7.7,1,1,1,60,3.6,No,No,59,58,NotPlaced,137
2054,8.0,2,3,2,83,4.6,Yes,Yes,72,85,Placed,163
2055,8.3,2,3,2,90,4.8,Yes,Yes,78,87,Placed,173
2056,7.8,0,1,0,64,3.9,No,No,64,61,NotPlaced,142
2057,8.0,1,3,0,74,3.8,No,Yes,77,68,NotPlaced,154
2058,8.4,2,3,2,90,4.8,Yes,Yes,74,88,Placed,174
2059,8.7,2,3,2,90,4.8,Yes,Yes,80,86,Placed,177
2060,8.4,0,3,2,87,4.8,Yes,No,82,75,Placed,171
2061,7.1,1,1,0,79,3.8,No,No,55,61,NotPlaced,150
2062,8.1,1,2,0,78,4.2,Yes,Yes,84,82,Placed,159
2063,8.4,1,3,2,90,4.7,Yes,Yes,85,88,Placed,174
2064,8.8,0,3,2,89,4.5,Yes,Yes,77,87,Placed,177
2065,7.5,2,2,1,75,4.2,Yes,Yes,65,86,NotPlaced,150
2066,7.7,1,2,1,69,4.5,No,Yes,55,61,NotPlaced,146
2067,7.5,0,2,1,81,4.1,Yes,No,56,66,NotPlaced,156
2068,7.9,0,3,1,77,4.7,Yes,No,81,63,NotPlaced,156
2069,7.5,1,3,0,83,4.8,Yes,Yes,73,87,Placed,158
2070,8.6,1,3,0,87,4.7,Yes,Yes,81,88,Placed,173
2071,8.3,0,3,2,90,4.7,Yes,Yes,76,85,Placed,173
2072,7.6,0,2,1,69,4.8,No,No,80,71,NotPlaced,145
2073,6.7,1,1,0,81,4.6,Yes,Yes,57,70,Placed,148
2074,7.6,0,1,0,73,4.7,No,No,80,57,NotPlaced,149
2075,6.5,0,1,0,81,4.1,No,Yes,64,65,NotPlaced,146
2076,7.9,2,3,2,90,4.5,Yes,No,84,82,Placed,169
2077,8.4,0,3,2,90,4.7,Yes,Yes,82,87,Placed,174
2078,6.9,1,1,0,76,4.5,No,No,58,58,Placed,145
2079,7.8,2,3,2,82,4.6,Yes,No,84,76,NotPlaced,160
2080,7.3,1,1,0,74,4.5,No,No,67,65,NotPlaced,147
2081,6.8,0,2,1,76,4.0,No,Yes,55,65,NotPlaced,144
2082,7.6,0,2,0,84,4.5,Yes,Yes,69,86,Placed,160
2083,7.4,1,1,1,82,4.3,No,Yes,86,69,NotPlaced,156
2084,8.7,1,2,2,84,4.3,No,No,78,87,NotPlaced,171
2085,8.0,2,1,0,74,4.6,Yes,Yes,78,79,Placed,154
2086,7.9,0,3,2,89,4.5,No,No,63,59,Placed,168
2087,7.8,2,3,2,90,4.8,Yes,Yes,79,87,Placed,168
2088,7.8,1,2,0,77,4.2,No,Yes,79,70,Placed,155
2089,6.8,1,1,1,78,4.0,No,No,65,58,NotPlaced,146
2090,8.7,1,1,2,80,3.8,Yes,Yes,60,75,NotPlaced,167
2091,7.7,1,2,2,86,4.8,Yes,Yes,73,86,Placed,163
2092,7.6,1,1,1,77,4.0,No,Yes,55,74,Placed,153
2093,7.7,1,2,0,88,4.5,No,Yes,55,69,NotPlaced,165
2094,6.7,2,3,2,83,4.0,No,No,79,68,Placed,150
2095,7.7,1,1,0,82,4.3,No,Yes,60,63,NotPlaced,159
2096,8.2,0,2,2,83,4.8,Yes,Yes,78,82,Placed,165
2097,8.2,2,2,2,82,4.7,Yes,No,75,68,Placed,164
2098,6.9,2,3,0,80,4.4,Yes,Yes,74,67,NotPlaced,149
2099,8.1,1,3,2,90,4.3,Yes,Yes,74,80,NotPlaced,171
2100,8.1,1,3,3,89,4.8,Yes,Yes,66,86,Placed,170
2101,6.7,1,2,0,74,4.0,No,Yes,56,66,NotPlaced,141
2102,8.4,1,2,2,77,4.1,No,No,65,72,NotPlaced,161
2103,7.9,0,2,2,85,4.2,Yes,No,74,82,NotPlaced,164
2104,6.5,1,2,0,77,3.5,No,Yes,57,68,Placed,142
2105,7.5,0,1,1,79,4.4,No,Yes,76,71,NotPlaced,154
2106,8.1,2,3,2,85,4.8,Yes,Yes,80,79,Placed,166
2107,7.3,0,1,1,66,4.7,No,No,59,66,NotPlaced,139
2108,8.7,2,3,2,90,4.8,Yes,Yes,82,84,Placed,177
2109,7.5,1,1,0,70,4.4,No,Yes,70,64,NotPlaced,145
2110,8.1,1,1,0,60,3.7,Yes,No,77,66,NotPlaced,141
2111,8.7,2,3,2,90,4.8,Yes,Yes,87,88,Placed,177
2112,7.5,1,3,0,84,4.1,Yes,Yes,82,82,NotPlaced,159
2113,8.7,0,3,1,88,4.8,Yes,No,77,82,Placed,175
2114,8.0,2,3,2,90,4.5,Yes,Yes,77,88,Placed,170
2115,8.3,0,1,1,77,3.8,Yes,Yes,78,84,NotPlaced,160
2116,6.6,0,1,1,71,4.4,Yes,Yes,64,85,NotPlaced,137
2117,8.3,1,3,2,90,4.8,Yes,Yes,87,88,Placed,173
2118,7.8,0,1,0,81,4.2,No,No,63,58,NotPlaced,159
2119,8.0,1,1,2,84,4.6,Yes,No,76,84,Placed,164
2120,6.5,0,2,1,75,3.9,No,Yes,56,63,NotPlaced,140
2121,7.5,1,2,0,67,4.4,Yes,No,66,84,NotPlaced,142
2122,7.7,2,3,1,67,4.2,Yes,Yes,64,80,NotPlaced,144
2123,8.1,2,2,0,90,4.8,Yes,Yes,76,88,NotPlaced,171
2124,6.5,1,1,0,67,3.8,No,No,56,64,NotPlaced,132
2125,7.1,1,1,0,70,4.1,Yes,Yes,56,65,NotPlaced,141
2126,7.7,1,3,0,86,4.8,Yes,Yes,79,84,Placed,163
2127,8.7,2,3,2,90,4.8,Yes,Yes,73,82,Placed,177
2128,7.6,1,2,1,83,3.9,Yes,Yes,70,69,Placed,159
2129,8.6,1,2,0,77,4.7,No,Yes,55,68,Placed,163
2130,7.9,0,3,2,90,4.4,Yes,Yes,88,83,Placed,169
2131,8.1,0,2,0,70,4.8,Yes,Yes,78,86,Placed,151
2132,8.1,1,2,1,69,4.0,Yes,Yes,86,73,Placed,150
2133,8.1,1,1,0,62,3.0,No,No,55,67,NotPlaced,143
2134,8.2,2,3,2,90,4.8,Yes,No,83,82,Placed,172
2135,8.1,2,2,2,79,4.6,Yes,Yes,79,85,NotPlaced,160
2136,7.7,0,2,2,83,4.5,Yes,Yes,63,82,Placed,160
2137,6.5,1,2,1,72,4.6,Yes,Yes,82,71,NotPlaced,137
2138,8.0,2,2,2,90,4.8,Yes,Yes,75,85,Placed,170
2139,8.4,1,3,0,83,4.8,Yes,Yes,77,85,Placed,167
2140,6.5,1,0,0,88,4.7,Yes,Yes,74,67,Placed,153
2141,7.3,1,1,1,60,4.1,No,No,59,65,NotPlaced,133
2142,7.7,1,2,0,78,3.8,No,Yes,66,66,NotPlaced,155
2143,8.5,1,3,2,88,4.8,Yes,Yes,83,85,Placed,173
2144,6.6,1,2,2,73,3.3,Yes,Yes,64,83,Placed,139
2145,8.5,0,3,2,87,4.7,Yes,Yes,58,76,Placed,172
2146,6.5,1,1,0,76,3.8,No,No,55,70,NotPlaced,141
2147,8.5,2,3,1,90,4.7,Yes,Yes,75,88,Placed,175
2148,7.0,1,3,1,88,4.8,Yes,Yes,85,82,Placed,158
2149,8.2,1,3,0,77,4.5,Yes,Yes,75,88,Placed,159
2150,6.5,1,1,0,77,4.3,No,No,66,60,NotPlaced,142
2151,7.5,1,1,1,88,4.8,No,Yes,56,66,Placed,163
2152,7.6,1,2,2,87,4.8,Yes,Yes,90,76,NotPlaced,163
2153,6.5,1,1,1,60,4.0,No,No,70,71,NotPlaced,125
2154,6.6,1,2,1,69,3.6,No,Yes,55,70,NotPlaced,135
2155,7.8,1,2,0,82,4.0,No,Yes,70,60,NotPlaced,160
2156,8.4,2,3,2,90,4.8,Yes,No,72,85,Placed,174
2157,7.4,1,2,2,74,4.4,Yes,Yes,84,72,NotPlaced,148
2158,7.8,2,2,1,65,4.8,No,Yes,55,73,Placed,143
2159,7.9,0,2,1,79,4.8,Yes,Yes,61,66,NotPlaced,158
2160,7.4,1,1,1,68,4.5,No,No,69,68,NotPlaced,142
2161,8.4,0,3,2,90,4.8,Yes,Yes,88,83,Placed,174
2162,7.4,1,2,0,66,4.7,Yes,Yes,63,65,NotPlaced,140
2163,7.8,0,1,0,61,3.8,No,No,60,71,NotPlaced,139
2164,6.5,1,1,0,68,3.8,No,No,59,65,NotPlaced,133
2165,7.6,1,2,0,72,4.1,No,Yes,60,64,NotPlaced,148
2166,6.8,2,3,3,90,4.8,Yes,Yes,81,83,Placed,158
2167,8.0,1,2,2,80,4.7,Yes,No,72,80,NotPlaced,160
2168,7.9,0,1,2,87,4.7,Yes,Yes,89,85,NotPlaced,166
2169,8.7,0,3,2,90,4.8,Yes,Yes,79,85,Placed,177
2170,8.2,1,0,0,84,4.8,Yes,Yes,74,82,Placed,166
2171,8.5,1,3,2,83,4.8,Yes,Yes,76,87,Placed,168
2172,7.1,2,1,0,72,4.3,No,Yes,56,63,NotPlaced,143
2173,7.8,1,2,0,71,3.7,Yes,Yes,82,64,Placed,149
2174,8.3,0,2,2,84,4.8,Yes,Yes,87,86,Placed,167
2175,7.6,2,1,1,82,3.9,Yes,No,71,71,NotPlaced,158
2176,6.5,1,1,0,77,3.7,No,Yes,63,69,NotPlaced,142
2177,7.8,1,2,2,68,4.4,No,No,55,68,NotPlaced,146
2178,8.3,2,3,2,90,4.8,Yes,Yes,81,88,Placed,173
2179,8.4,2,3,2,90,4.8,Yes,Yes,88,80,Placed,174
2180,6.5,1,1,1,61,3.1,No,No,68,74,NotPlaced,126
2181,7.5,1,2,0,87,4.5,No,No,57,72,NotPlaced,162
2182,8.3,2,3,2,90,4.7,Yes,No,83,80,Placed,173
2183,7.7,2,3,2,90,4.7,Yes,Yes,79,88,Placed,167
2184,7.2,1,1,1,77,4.7,Yes,Yes,62,69,Placed,149
2185,8.0,1,3,1,83,4.7,Yes,Yes,77,83,NotPlaced,163
2186,6.9,1,1,0,76,4.3,No,Yes,60,64,NotPlaced,145
2187,7.8,2,1,1,74,3.6,Yes,Yes,57,72,NotPlaced,152
2188,8.6,1,2,2,85,3.7,Yes,Yes,81,83,NotPlaced,171
2189,7.9,1,3,0,78,4.6,Yes,Yes,78,85,Placed,157
2190,8.3,0,2,0,70,4.1,No,Yes,55,72,NotPlaced,153
2191,7.8,1,2,1,78,4.8,No,Yes,55,69,NotPlaced,156
2192,7.6,2,3,2,81,4.0,Yes,Yes,67,69,Placed,157
2193,7.3,0,1,0,67,3.6,No,No,55,58,NotPlaced,140
2194,7.8,1,1,0,79,4.0,No,Yes,55,70,NotPlaced,157
2195,7.4,1,1,0,74,4.4,Yes,Yes,71,81,Placed,148
2196,8.3,1,3,2,79,4.4,Yes,Yes,78,83,Placed,162
2197,8.0,1,2,2,74,4.1,No,Yes,70,84,Placed,154
2198,7.6,0,2,2,78,4.4,Yes,Yes,80,71,NotPlaced,154
2199,8.3,0,3,0,82,4.5,Yes,Yes,73,81,Placed,165
2200,8.5,2,3,0,90,4.8,Yes,No,74,88,Placed,175
2201,8.1,1,1,0,90,4.7,No,Yes,70,82,NotPlaced,171
2202,8.5,1,3,0,79,4.5,Yes,Yes,73,88,NotPlaced,164
2203,6.8,0,1,1,79,4.2,Yes,Yes,60,82,NotPlaced,147
2204,6.5,0,2,1,60,3.1,No,No,65,71,NotPlaced,125
2205,8.3,0,3,1,76,4.5,Yes,No,81,67,NotPlaced,159
2206,6.5,0,1,0,62,4.0,No,Yes,58,66,NotPlaced,127
2207,8.0,2,3,3,90,4.6,Yes,Yes,84,81,Placed,170
2208,7.8,1,1,0,89,4.7,Yes,Yes,79,69,NotPlaced,167
2209,8.9,2,3,2,86,4.7,Yes,Yes,71,88,Placed,175
2210,8.3,1,3,2,85,4.8,Yes,Yes,71,70,Placed,168
2211,8.5,2,3,2,90,4.7,Yes,Yes,84,86,Placed,175
2212,8.5,0,1,1,90,4.8,Yes,No,61,75,NotPlaced,175
2213,6.5,1,1,1,62,4.1,No,Yes,63,67,NotPlaced,127
2214,8.1,0,1,2,81,4.1,Yes,Yes,74,66,Placed,162
2215,6.5,0,1,1,65,4.2,No,Yes,58,70,NotPlaced,130
2216,7.7,2,3,2,89,4.8,Yes,Yes,86,79,Placed,166
2217,8.2,1,2,0,68,4.2,No,No,57,64,NotPlaced,150
2218,6.7,1,1,1,70,4.5,No,Yes,75,72,NotPlaced,137
2219,7.5,0,1,1,71,3.4,No,No,66,74,NotPlaced,146
2220,8.3,2,3,2,82,4.8,Yes,Yes,79,81,Placed,165
2221,6.5,1,2,3,77,4.4,Yes,No,64,80,NotPlaced,142
2222,6.5,0,2,0,71,3.4,No,Yes,55,73,NotPlaced,136
2223,7.4,1,2,0,65,3.9,No,No,74,66,NotPlaced,139
2224,6.5,1,2,1,76,4.3,No,No,69,62,Placed,141
2225,7.4,0,3,2,90,4.7,Yes,Yes,83,88,Placed,164
2226,7.7,0,1,1,66,3.4,No,No,67,64,NotPlaced,143
2227,8.4,1,3,2,81,4.3,No,Yes,74,66,Placed,165
2228,7.8,1,3,0,81,4.5,Yes,Yes,79,72,Placed,159
2229,8.0,1,3,2,90,4.7,Yes,Yes,72,84,NotPlaced,170
2230,8.3,2,3,2,90,4.8,Yes,Yes,75,80,Placed,173
2231,8.0,1,3,0,83,4.8,No,Yes,75,83,NotPlaced,163
2232,8.4,1,3,1,78,4.4,No,No,69,73,NotPlaced,162
2233,8.3,2,3,2,90,4.8,Yes,Yes,88,87,Placed,173
2234,8.4,2,3,2,84,4.8,No,Yes,73,71,Placed,168
2235,8.5,1,3,2,86,4.6,Yes,Yes,64,83,Placed,171
2236,8.3,1,2,2,90,4.8,Yes,Yes,90,84,Placed,173
2237,8.5,1,2,3,90,4.8,No,Yes,70,72,NotPlaced,175
2238,6.8,0,2,1,89,3.9,No,Yes,63,61,Placed,157
2239,7.5,1,2,0,82,4.4,No,Yes,57,61,Placed,157
2240,7.4,1,2,1,64,3.5,No,No,62,69,NotPlaced,138
2241,7.8,1,1,0,73,3.2,No,Yes,57,69,NotPlaced,151
2242,7.5,1,1,0,68,4.1,No,Yes,82,67,NotPlaced,143
2243,6.5,2,3,0,89,4.4,Yes,Yes,77,73,Placed,154
2244,7.5,1,2,0,79,3.8,No,No,64,70,NotPlaced,154
2245,7.4,0,1,1,69,4.0,No,Yes,60,71,NotPlaced,143
2246,8.0,1,2,1,83,4.0,Yes,Yes,75,68,Placed,163
2247,8.5,2,2,2,69,4.4,No,Yes,76,81,NotPlaced,154
2248,7.8,1,3,0,87,4.1,Yes,Yes,66,63,NotPlaced,165
2249,6.6,0,2,0,64,4.2,No,No,55,85,NotPlaced,130
2250,8.5,1,2,1,76,3.8,No,Yes,58,70,NotPlaced,161
2251,6.5,1,2,1,66,4.2,No,No,55,72,NotPlaced,131
2252,7.6,1,3,3,78,4.7,Yes,No,86,74,Placed,154
2253,7.7,1,1,1,75,4.6,No,Yes,72,75,NotPlaced,152
2254,8.0,2,3,0,90,4.4,Yes,Yes,72,85,Placed,170
2255,8.0,1,3,2,86,4.8,Yes,No,84,85,Placed,166
2256,6.8,1,2,0,75,4.5,Yes,Yes,76,80,NotPlaced,143
2257,8.2,1,3,2,79,4.1,Yes,Yes,78,65,Placed,161
2258,8.1,2,3,2,86,4.5,Yes,Yes,84,81,Placed,167
2259,8.3,1,2,0,82,4.6,Yes,Yes,85,86,Placed,165
2260,8.2,2,3,2,90,4.8,Yes,Yes,80,86,Placed,172
2261,7.6,1,2,0,85,4.6,No,Yes,78,73,NotPlaced,161
2262,6.5,1,2,0,76,4.2,No,Yes,55,65,NotPlaced,141
2263,8.3,1,2,1,84,4.7,Yes,Yes,59,69,NotPlaced,167
2264,7.4,0,1,0,85,3.9,No,Yes,68,63,NotPlaced,159
